OLLI,2020-12-03,Oct 2020,0.58,0.65,0.07,12
EMN,2020-10-29,Sep 2020,1.4,1.57,0.17,12.1
PEP,2020-10-01,Sep 2020,1.48,1.66,0.18,12.1
CTXS,2020-10-22,Sep 2020,1.23,1.38,0.15,12.2
EPAM,2020-11-05,Sep 2020,1.47,1.65,0.18,12.2
FBHS,2020-10-28,Sep 2020,1.06,1.19,0.13,12.2
ETN,2020-11-03,Sep 2020,1.05,1.18,0.13,12.3
FCN,2020-10-29,Sep 2020,1.37,1.54,0.17,12.4
HAS,2020-10-26,Sep 2020,1.67,1.88,0.21,12.5
LSTR,2020-10-21,Sep 2020,1.43,1.61,0.18,12.5
NUAN,2020-11-18,Sep 2020,0.16,0.18,0.02,12.5
NVT,2020-10-30,Sep 2020,0.4,0.45,0.05,12.5
PAYX,2020-10-06,Aug 2020,0.56,0.63,0.07,12.5
AWI,2020-10-27,Sep 2020,0.95,1.07,0.12,12.6
WMT,2020-11-17,Oct 2020,1.19,1.34,0.15,12.6
CASY,2020-12-07,Oct 2020,2.66,3,0.34,12.7
HUBB,2020-10-27,Sep 2020,2.04,2.3,0.26,12.7
LII,2020-10-19,Sep 2020,3.13,3.53,0.4,12.7
CL,2020-10-30,Sep 2020,0.7,0.79,0.09,12.8
FTNT,2020-10-29,Sep 2020,0.78,0.88,0.1,12.8
EAF,2020-11-03,Sep 2020,0.31,0.35,0.04,12.9
ETSY,2020-10-28,Sep 2020,0.62,0.7,0.08,12.9
FNB,2020-10-19,Sep 2020,0.23,0.26,0.03,13
IOVA,2020-11-05,Sep 2020,-0.46,-0.4,0.06,13
OLN,2020-11-04,Sep 2020,-0.23,-0.2,0.03,13
WAT,2020-10-27,Sep 2020,1.91,2.16,0.25,13
CTLT,2020-11-03,Sep 2020,0.38,0.43,0.05,13.1
GLW,2020-10-27,Sep 2020,0.38,0.43,0.05,13.1
CMS,2020-10-29,Sep 2020,0.68,0.77,0.09,13.2
NVDA,2020-11-18,Oct 2020,2.57,2.91,0.34,13.2
ODFL,2020-10-27,Sep 2020,1.51,1.71,0.2,13.2
SLG,2020-10-21,Sep 2020,1.59,1.8,0.21,13.2
EW,2020-10-21,Sep 2020,0.45,0.51,0.06,13.3
FDS,2020-09-24,Aug 2020,2.54,2.88,0.34,13.3
