COO,2020-12-03,Oct 2020,3.11,3.16,0.05,1.6
GLOB,2020-11-12,Sep 2020,0.59,0.6,0.01,1.6
TCF,2020-10-26,Sep 2020,0.62,0.63,0.01,1.6
GD,2020-10-28,Sep 2020,2.85,2.9,0.05,1.7
LOPE,2020-11-05,Sep 2020,1.12,1.14,0.02,1.7
FRT,2020-11-05,Sep 2020,1.1,1.12,0.02,1.8
MGM,2020-10-29,Sep 2020,-1.1,-1.08,0.02,1.8
ATO,2020-11-11,Sep 2020,0.52,0.53,0.01,1.9
AEE,2020-11-04,Sep 2020,1.44,1.47,0.03,2
BK,2020-10-16,Sep 2020,0.96,0.98,0.02,2
FFIV,2020-10-26,Sep 2020,2.38,2.43,0.05,2.1
STT,2020-10-16,Sep 2020,1.42,1.45,0.03,2.1
PLD,2020-10-20,Sep 2020,0.88,0.9,0.02,2.2
HTA,2020-11-03,Sep 2020,0.42,0.43,0.01,2.3
IPHI,2020-10-29,Sep 2020,0.86,0.88,0.02,2.3
MKTX,2020-10-27,Sep 2020,1.74,1.78,0.04,2.3
NLSN,2020-11-02,Sep 2020,0.42,0.43,0.01,2.3
CABO,2020-11-05,Sep 2020,10.7,10.96,0.26,2.4
VZ,2020-10-21,Sep 2020,1.22,1.25,0.03,2.4
CFX,2020-10-29,Sep 2020,0.4,0.41,0.01,2.5
DRE,2020-10-28,Sep 2020,0.39,0.4,0.01,2.5
OHI,2020-10-29,Sep 2020,0.8,0.82,0.02,2.5
RGLD,2020-11-04,Sep 2020,0.8,0.82,0.02,2.5
MAA,2020-10-28,Sep 2020,1.53,1.57,0.04,2.6
FAST,2020-10-13,Sep 2020,0.37,0.38,0.01,2.7
V,2020-10-28,Sep 2020,1.09,1.12,0.03,2.7
PFE,2020-10-27,Sep 2020,0.7,0.72,0.02,2.8
ABBV,2020-10-30,Sep 2020,2.75,2.83,0.08,2.9
CUZ,2020-10-28,Sep 2020,0.67,0.69,0.02,2.9
LMT,2020-10-20,Sep 2020,6.07,6.25,0.18,2.9
PNW,2020-10-30,Sep 2020,2.98,3.07,0.09,3
COR,2020-10-29,Sep 2020,1.29,1.33,0.04,3.1
MNST,2020-11-05,Sep 2020,0.63,0.65,0.02,3.1
CSX,2020-10-21,Sep 2020,0.93,0.96,0.03,3.2
HD,2020-11-17,Oct 2020,3.08,3.18,0.1,3.2
DOX,2020-11-10,Sep 2020,1.19,1.23,0.04,3.3
TDY,2020-10-21,Sep 2020,2.4,2.48,0.08,3.3
CLGX,2020-10-22,Sep 2020,1.17,1.21,0.04,3.4
JBGS,2020-11-03,Sep 2020,0.29,0.3,0.01,3.4
K,2020-10-29,Sep 2020,0.88,0.91,0.03,3.4
MO,2020-10-30,Sep 2020,1.15,1.19,0.04,3.4
TW,2020-10-28,Sep 2020,0.29,0.3,0.01,3.4
ADPT,2020-11-10,Sep 2020,-0.28,-0.27,0.01,3.5
ERIE,2020-10-29,Sep 2020,1.65,1.71,0.06,3.6
GPN,2020-10-29,Sep 2020,1.65,1.71,0.06,3.6
CBOE,2020-10-30,Sep 2020,1.07,1.11,0.04,3.7
CI,2020-11-05,Sep 2020,4.25,4.41,0.16,3.7
WELL,2020-10-28,Sep 2020,0.81,0.84,0.03,3.7
OFC,2020-10-29,Sep 2020,0.52,0.54,0.02,3.8
ANTM,2020-10-28,Sep 2020,4.04,4.2,0.16,3.9
NDSN,2020-12-15,Oct 2020,1.53,1.59,0.06,3.9
